Date.Rptd,DATE.OCC,TIME.OCC,AREA,AREA.NAME,Part.1.2,Crm.Cd,Crm.Cd.Desc,Mocodes,Vict.Age,Vict.Sex,Vict.Descent,Premis.Cd,Premis.Desc,Weapon.Used.Cd,Weapon.Desc,Status,Status.Desc,Crm.Cd.1,LOCATION,LAT,LON,Year,Month,Date
01/09/2021 12:00:00 AM,01/06/2021 12:00:00 AM,1900,13,Newton,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0416 1309 1817,37,F,W,102,SIDEWALK,309,BOARD,IC,Invest Cont,230,7TH,34.0387,-118.2439,01,2021,2021-01-06
08/31/2021 12:00:00 AM,08/30/2021 12:00:00 AM,2030,15,N Hollywood,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1402,28,M,W,108,PARKING LOT,NA,,AA,Adult Arrest,331,12000    KLING                        ST,34.1558,-118.3943,08,2021,2021-08-30
08/31/2020 12:00:00 AM,07/16/2020 12:00:00 AM,1300,1,Central,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 1822 1300 0344,36,M,W,123,PARKING UNDERGROUND/BUILDING,NA,,IC,Invest Cont,331,900 S  OLIVE                        ST,34.0423,-118.2595,07,2020,2020-07-16
10/03/2020 12:00:00 AM,07/01/2020 12:00:00 AM,800,9,Van Nuys,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,46,F,W,101,STREET,NA,,IC,Invest Cont,331,4600    SALOMA                       AV,34.1549,-118.4585,07,2020,2020-07-01
10/11/2021 12:00:00 AM,10/11/2021 12:00:00 AM,1303,18,Southeast,1,110,CRIMINAL HOMICIDE,1402 1822 0906 0430 1100,19,M,B,203,OTHER BUSINESS,106,UNKNOWN FIREARM,AO,Adult Other,110,9000 S  BROADWAY,33.955,-118.2782,10,2021,2021-10-11
10/25/2022 12:00:00 AM,10/25/2022 12:00:00 AM,915,2,Rampart,2,624,BATTERY - SIMPLE ASSAULT,0416 0552,40,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,500    WITMER                       ST,34.0561,-118.2653,10,2022,2022-10-25
10/01/2022 12:00:00 AM,10/01/2022 12:00:00 AM,1530,6,Hollywood,1,761,BRANDISH WEAPON,1822 0342 1309 0334 0400 0432 0421,46,F,W,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,761,WESTERN,34.1005,-118.3092,10,2022,2022-10-01
04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1010,7,Wilshire,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,54,M,H,501,SINGLE FAMILY DWELLING,NA,,IC,Invest Cont,440,1800 S  MANSFIELD                    AV,34.0427,-118.3478,04,2020,2020-04-13
05/28/2023 12:00:00 AM,05/27/2023 12:00:00 AM,1400,10,West Valley,1,310,BURGLARY,1822 1607,73,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,6300    ENFIELD                      AV,34.1859,-118.5238,05,2023,2023-05-27
05/20/2023 12:00:00 AM,05/20/2023 12:00:00 AM,30,17,Devonshire,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,22,F,W,501,SINGLE FAMILY DWELLING,NA,,IC,Invest Cont,740,9500    BABBIT                       AV,34.2467,-118.5112,05,2023,2023-05-20
01/06/2023 12:00:00 AM,01/02/2023 12:00:00 AM,140,10,West Valley,1,330,BURGLARY FROM VEHICLE,1822 0344 1300,45,F,H,108,PARKING LOT,NA,,IC,Invest Cont,330,8100    WYNNE                        AV,34.2177,-118.5303,01,2023,2023-01-02
04/03/2020 12:00:00 AM,04/01/2020 12:00:00 AM,1610,1,Central,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,28,M,W,101,STREET,NA,,IC,Invest Cont,330,800    YALE                         ST,34.0632,-118.2408,04,2020,2020-04-01
09/18/2023 12:00:00 AM,09/18/2023 12:00:00 AM,2019,18,Southeast,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0431 0432 1300,48,F,H,104,DRIVEWAY,512,MACE/PEPPER SPRAY,AO,Adult Other,230,200 W  COLDEN                       AV,33.9492,-118.2766,09,2023,2023-09-18
08/03/2020 12:00:00 AM,08/03/2020 12:00:00 AM,1650,3,Southwest,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,0329 1822 0342 1251 1309 1606,22,M,W,101,STREET,NA,,IC,Invest Cont,421,700 W  27TH                         ST,34.0281,-118.2788,08,2020,2020-08-03
06/30/2023 12:00:00 AM,11/01/2022 12:00:00 AM,1,12,77th Street,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0552 0522 0913 0515,14,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,1100 W  48TH                         ST,33.9996,-118.2938,11,2022,2022-11-01
04/01/2021 12:00:00 AM,03/30/2021 12:00:00 AM,600,8,West LA,2,354,THEFT OF IDENTITY,0100 1202 0928,63,F,J,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,,IC,Invest Cont,354,1100    REXFORD                      DR,34.0557,-118.3939,03,2021,2021-03-30
01/13/2022 12:00:00 AM,01/12/2022 12:00:00 AM,2300,12,77th Street,2,624,BATTERY - SIMPLE ASSAULT,0444 0913 1259 0552,17,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,800 W  47TH                         ST,34.0006,-118.2871,01,2022,2022-01-12
07/09/2023 12:00:00 AM,07/08/2023 12:00:00 AM,2300,13,Newton,1,330,BURGLARY FROM VEHICLE,0329 0344 0358 1300 1822 1612,23,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,WASHINGTON                   BL,34.0259,-118.2506,07,2023,2023-07-08
08/01/2023 12:00:00 AM,08/01/2023 12:00:00 AM,1515,1,Central,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,32,M,W,101,STREET,NA,,IC,Invest Cont,420,7TH                          AV,34.049,-118.2592,08,2023,2023-08-01
08/24/2022 12:00:00 AM,08/23/2022 12:00:00 AM,2100,18,Southeast,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,31,F,H,122,"VEHICLE, PASSENGER/TRUCK",NA,,IC,Invest Cont,740,800 W  EL SEGUNDO                   BL,33.9164,-118.2894,08,2022,2022-08-23
05/09/2020 12:00:00 AM,05/08/2020 12:00:00 AM,310,9,Van Nuys,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,31,M,H,108,PARKING LOT,NA,,IC,Invest Cont,341,13700    VANOWEN                      ST,34.1976,-118.4356,05,2020,2020-05-08
10/10/2022 12:00:00 AM,10/09/2022 12:00:00 AM,30,16,Foothill,1,220,ATTEMPTED ROBBERY,1501 0416 1822,37,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220,10800    SUTTER                       AV,34.2659,-118.4205,10,2022,2022-10-09
01/27/2023 12:00:00 AM,01/26/2023 12:00:00 AM,1530,16,Foothill,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0390,61,F,H,101,STREET,NA,,IC,Invest Cont,440,7800    SIMPSON                      AV,34.2121,-118.3889,01,2023,2023-01-26
12/14/2022 12:00:00 AM,12/05/2022 12:00:00 AM,751,5,Harbor,2,354,THEFT OF IDENTITY,0930 1822,28,M,W,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",NA,,IC,Invest Cont,354,800 N  FRIES                        AV,33.7798,-118.2649,12,2022,2022-12-05
08/19/2021 12:00:00 AM,08/19/2021 12:00:00 AM,520,13,Newton,1,320,"BURGLARY, ATTEMPTED",1602,27,M,O,213,WAREHOUSE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,320,1100 E  14TH                         ST,34.029,-118.248,08,2021,2021-08-19
04/15/2020 12:00:00 AM,04/14/2020 12:00:00 AM,2030,3,Southwest,1,761,BRANDISH WEAPON,0334 0603 0443 0361 0913,55,F,B,501,SINGLE FAMILY DWELLING,312,PIPE/METAL PIPE,AO,Adult Other,761,1200 W  39TH                         ST,34.0155,-118.2974,04,2020,2020-04-14
10/07/2023 12:00:00 AM,10/05/2023 12:00:00 AM,2230,3,Southwest,2,624,BATTERY - SIMPLE ASSAULT,1822 1202 1309 0447,60,F,H,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,4000    CRENSHAW                     BL,34.0164,-118.3312,10,2023,2023-10-05
11/27/2020 12:00:00 AM,11/27/2020 12:00:00 AM,2100,11,Northeast,2,624,BATTERY - SIMPLE ASSAULT,0361 0400 0417 0429 0913,56,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,2200    FARGO                        ST,34.092,-118.2586,11,2020,2020-11-27
07/28/2022 12:00:00 AM,07/27/2022 12:00:00 AM,2000,10,West Valley,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,79,M,A,108,PARKING LOT,NA,,IC,Invest Cont,331,6500    WILBUR                       AV,34.1887,-118.5447,07,2022,2022-07-27
05/15/2020 12:00:00 AM,05/13/2020 12:00:00 AM,1400,1,Central,1,520,VEHICLE - ATTEMPT STOLEN,0329 1300 1822 1607 1612,28,F,B,101,STREET,NA,,IC,Invest Cont,520,1400 S  FLOWER                       ST,34.0388,-118.2676,05,2020,2020-05-13
10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,1300,16,Foothill,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0329 0385,31,M,H,122,"VEHICLE, PASSENGER/TRUCK",NA,,IC,Invest Cont,420,11200    ORCAS                        AV,34.2728,-118.3683,10,2020,2020-10-05
08/06/2020 12:00:00 AM,08/04/2020 12:00:00 AM,1438,17,Devonshire,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501 1906 1822,37,M,B,501,SINGLE FAMILY DWELLING,NA,,IC,Invest Cont,956,10000    JORDAN                       AV,34.2521,-118.6039,08,2020,2020-08-04
08/02/2023 12:00:00 AM,08/02/2023 12:00:00 AM,40,18,Southeast,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,,IC,Invest Cont,901,8900 S  SAN PEDRO                    ST,33.9556,-118.2695,08,2023,2023-08-02
10/06/2022 12:00:00 AM,01/01/2021 12:00:00 AM,5,19,Mission,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 2024 1817 0522 0503 1258,9,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,812,8800    SYLMAR                       AV,34.2299,-118.4455,01,2021,2021-01-01
04/18/2021 12:00:00 AM,04/18/2021 12:00:00 AM,640,16,Foothill,1,330,BURGLARY FROM VEHICLE,0344 1607,49,F,H,108,PARKING LOT,NA,,IC,Invest Cont,330,12600    FOOTHILL                     BL,34.2884,-118.4098,04,2021,2021-04-18
02/02/2021 12:00:00 AM,02/02/2021 12:00:00 AM,1845,16,Foothill,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1307,45,F,H,501,SINGLE FAMILY DWELLING,NA,,IC,Invest Cont,740,HADDON,34.2567,-118.4241,02,2021,2021-02-02
06/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,1125,18,Southeast,2,354,THEFT OF IDENTITY,1822,33,M,B,501,SINGLE FAMILY DWELLING,NA,,IC,Invest Cont,354,200 E  118TH                        PL,33.9256,-118.2713,06,2022,2022-06-01
08/28/2023 12:00:00 AM,05/01/2023 12:00:00 AM,1200,9,Van Nuys,2,900,VIOLATION OF COURT ORDER,1813 1501,26,M,H,501,SINGLE FAMILY DWELLING,NA,,AO,Adult Other,900,14900    WYANDOTTE                    ST,34.203,-118.4575,05,2023,2023-05-01
04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,600,7,Wilshire,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0349,37,F,W,123,PARKING UNDERGROUND/BUILDING,NA,,IC,Invest Cont,420,300    HAUSER                       BL,34.0699,-118.3511,04,2020,2020-04-02
04/10/2021 12:00:00 AM,04/10/2021 12:00:00 AM,500,13,Newton,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,60,M,F,122,"VEHICLE, PASSENGER/TRUCK",NA,,IC,Invest Cont,745,3400 S  GRAND                        AV,34.0199,-118.2763,04,2021,2021-04-10
04/18/2023 12:00:00 AM,04/15/2023 12:00:00 AM,2130,20,Olympic,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1602 1822,38,M,O,101,STREET,NA,,IC,Invest Cont,331,1ST                          ST,34.0731,-118.3113,04,2023,2023-04-15
12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,1106,3,Southwest,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0342 1100 0430 1218 1309 0216 1407 0334 0906,29,M,B,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,230,ADAMS,34.0325,-118.3503,12,2020,2020-12-22
09/19/2020 12:00:00 AM,06/28/2020 12:00:00 AM,2100,14,Pacific,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,74,M,W,108,PARKING LOT,NA,,AO,Adult Other,341,3200    MOTOR                        AV,34.0306,-118.4134,06,2020,2020-06-28
10/19/2023 12:00:00 AM,10/19/2023 12:00:00 AM,1915,10,West Valley,1,310,BURGLARY,1822 1609 1402 0352 0321 1210,55,M,A,501,SINGLE FAMILY DWELLING,NA,,IC,Invest Cont,310,16800    ADDISON                      ST,34.1624,-118.4993,10,2023,2023-10-19
06/03/2022 12:00:00 AM,06/03/2022 12:00:00 AM,1313,18,Southeast,2,354,THEFT OF IDENTITY,1822 0100 0930,35,F,H,501,SINGLE FAMILY DWELLING,NA,,IC,Invest Cont,354,900 E  111TH                        DR,33.9337,-118.2586,06,2022,2022-06-03
01/02/2023 12:00:00 AM,01/02/2023 12:00:00 AM,639,18,Southeast,2,354,THEFT OF IDENTITY,1822 0922,32,F,H,501,SINGLE FAMILY DWELLING,NA,,IC,Invest Cont,354,400 W  113TH                        ST,33.932,-118.2817,01,2023,2023-01-02
04/19/2023 12:00:00 AM,04/18/2023 12:00:00 AM,1000,1,Central,1,330,BURGLARY FROM VEHICLE,0344 0329 1307 1609,49,M,W,123,PARKING UNDERGROUND/BUILDING,NA,,IC,Invest Cont,330,300 S  SPRING                       ST,34.0502,-118.2487,04,2023,2023-04-18
12/29/2021 12:00:00 AM,12/28/2021 12:00:00 AM,1355,2,Rampart,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,33,M,H,122,"VEHICLE, PASSENGER/TRUCK",NA,,IC,Invest Cont,740,100    ROBINSON                     ST,34.0726,-118.284,12,2021,2021-12-28
05/31/2023 12:00:00 AM,05/30/2023 12:00:00 AM,1740,1,Central,2,624,BATTERY - SIMPLE ASSAULT,0444,61,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,200 W  6TH                          ST,34.046,-118.251,05,2023,2023-05-30
10/20/2023 12:00:00 AM,10/20/2023 12:00:00 AM,910,6,Hollywood,2,354,THEFT OF IDENTITY,1822,45,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,,IC,Invest Cont,354,1800    VINE                         ST,34.1037,-118.3267,10,2023,2023-10-20
07/05/2021 12:00:00 AM,07/02/2021 12:00:00 AM,5,11,Northeast,1,330,BURGLARY FROM VEHICLE,0344 1302 1402,38,M,B,101,STREET,NA,,IC,Invest Cont,330,1600    LYMAN                        PL,34.1,-118.2885,07,2021,2021-07-02
04/05/2022 12:00:00 AM,04/04/2022 12:00:00 AM,1124,1,Central,2,354,THEFT OF IDENTITY,0922,58,M,O,710,OTHER PREMISE,NA,,IC,Invest Cont,354,800 E  4TH                          PL,34.0454,-118.2333,04,2022,2022-04-04
07/20/2023 12:00:00 AM,07/20/2023 12:00:00 AM,2130,14,Pacific,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,18,M,O,103,ALLEY,NA,,IC,Invest Cont,740,SPEEDWAY,33.9792,-118.4666,07,2023,2023-07-20
08/28/2021 12:00:00 AM,08/06/2021 12:00:00 AM,1700,14,Pacific,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0545 0913 1817 0504 0510 0448 0443 0519 0400 0537,18,M,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,821,5400 W  CENTURY                      BL,33.9453,-118.3747,08,2021,2021-08-06
11/22/2023 12:00:00 AM,11/21/2023 12:00:00 AM,2300,2,Rampart,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822,45,F,H,122,"VEHICLE, PASSENGER/TRUCK",NA,,IC,Invest Cont,740,8TH                          ST,34.0539,-118.2756,11,2023,2023-11-21
04/26/2021 12:00:00 AM,04/21/2021 12:00:00 AM,1640,19,Mission,1,330,BURGLARY FROM VEHICLE,1609 0344,34,F,F,101,STREET,NA,,IC,Invest Cont,330,SATICOY                      ST,34.2094,-118.4293,04,2021,2021-04-21
05/26/2022 12:00:00 AM,05/26/2022 12:00:00 AM,1300,1,Central,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344 1822 2032,32,F,B,702,OFFICE BUILDING/OFFICE,NA,,IC,Invest Cont,440,500    SAN JULIAN                   ST,34.0446,-118.245,05,2022,2022-05-26
02/03/2023 12:00:00 AM,01/11/2023 12:00:00 AM,1520,9,Van Nuys,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1606,50,F,F,101,STREET,NA,,IC,Invest Cont,331,14900    BURBANK                      BL,34.1721,-118.4574,01,2023,2023-01-11
11/05/2023 12:00:00 AM,11/05/2023 12:00:00 AM,850,3,Southwest,2,624,BATTERY - SIMPLE ASSAULT,1251 0913 0416 0446 0361,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,2200 S  WESTERN                      AV,34.0363,-118.3089,11,2023,2023-11-05
01/22/2023 12:00:00 AM,01/19/2023 12:00:00 AM,2200,15,N Hollywood,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,32,F,W,101,STREET,NA,,IC,Invest Cont,331,4200    BEEMAN                       AV,34.1467,-118.4073,01,2023,2023-01-19
01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1949,18,Southeast,1,220,ATTEMPTED ROBBERY,0337 1822 0443 0345 0605 0387 1310 0202,44,M,H,103,ALLEY,219,SCREWDRIVER,IC,Invest Cont,220,1100 E  112TH                        ST,33.9328,-118.2561,01,2020,2020-01-30
09/13/2023 12:00:00 AM,09/12/2023 12:00:00 AM,2209,3,Southwest,1,310,BURGLARY,0344 1822 1601 1607,22,X,X,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,310,700 W  ADAMS                        BL,34.0292,-118.2782,09,2023,2023-09-12
02/21/2021 12:00:00 AM,02/21/2021 12:00:00 AM,1227,3,Southwest,1,648,ARSON,1501,27,F,B,122,"VEHICLE, PASSENGER/TRUCK",506,FIRE,IC,Invest Cont,648,600 W  40TH                         PL,34.0106,-118.2842,02,2021,2021-02-21
07/16/2023 12:00:00 AM,07/16/2023 12:00:00 AM,1,17,Devonshire,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1602 0385,55,M,W,101,STREET,NA,,IC,Invest Cont,331,8900    VALJEAN                      AV,34.232,-118.4873,07,2023,2023-07-16
06/18/2023 12:00:00 AM,06/18/2023 12:00:00 AM,1305,1,Central,2,354,THEFT OF IDENTITY,0929 0930 1822,26,F,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,,IC,Invest Cont,354,1200 S  OLIVE                        ST,34.0394,-118.2623,06,2023,2023-06-18
08/07/2023 12:00:00 AM,08/07/2023 12:00:00 AM,2145,18,Southeast,2,624,BATTERY - SIMPLE ASSAULT,0447 0913 2004 0329 0408,42,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,200 W  119TH                        ST,33.9247,-118.2761,08,2023,2023-08-07
03/31/2022 12:00:00 AM,03/31/2022 12:00:00 AM,830,9,Van Nuys,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,36,M,A,503,HOTEL,NA,,IC,Invest Cont,745,13500    SHERMAN                      WY,34.205,-118.4339,03,2022,2022-03-31
09/01/2022 12:00:00 AM,08/31/2022 12:00:00 AM,2230,5,Harbor,1,210,ROBBERY,0344 0427 0416 0446 0377 1822 0334 0302 0305 1402,55,M,H,503,HOTEL,101,REVOLVER,IC,Invest Cont,210,500 S  HARBOR                       BL,33.7407,-118.2798,08,2022,2022-08-31
02/07/2021 12:00:00 AM,02/06/2021 12:00:00 AM,2000,19,Mission,1,330,BURGLARY FROM VEHICLE,0344 1609 1402,43,M,H,101,STREET,NA,,IC,Invest Cont,330,LANARK                       ST,34.218,-118.4488,02,2021,2021-02-06
04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,1810,2,Rampart,2,850,INDECENT EXPOSURE,0216 0529 1822,21,F,A,102,SIDEWALK,515,PHYSICAL PRESENCE,IC,Invest Cont,850,600 N  KENMORE                      AV,34.0813,-118.2966,04,2020,2020-04-10
02/14/2023 12:00:00 AM,02/02/2023 12:00:00 AM,5,13,Newton,2,354,THEFT OF IDENTITY,0922,34,F,H,501,SINGLE FAMILY DWELLING,NA,,IC,Invest Cont,354,400 E  56TH                         ST,33.9915,-118.2674,02,2023,2023-02-02
07/01/2023 12:00:00 AM,06/30/2023 12:00:00 AM,2345,10,West Valley,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0352 1822 0344,48,M,W,501,SINGLE FAMILY DWELLING,NA,,IC,Invest Cont,420,7000    ALDEA                        AV,34.1975,-118.5088,06,2023,2023-06-30
03/18/2020 12:00:00 AM,03/18/2020 12:00:00 AM,115,17,Devonshire,2,624,BATTERY - SIMPLE ASSAULT,0417 0416 0913 1817 1206 1816,54,F,W,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,15700    ROSCOE                       BL,34.2249,-118.4792,03,2020,2020-03-18
06/29/2022 12:00:00 AM,06/29/2022 12:00:00 AM,1150,12,77th Street,2,624,BATTERY - SIMPLE ASSAULT,0416 0305,36,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,5800    WEST                         BL,33.989,-118.3352,06,2022,2022-06-29
01/07/2022 12:00:00 AM,12/22/2021 12:00:00 AM,1300,4,Hollenbeck,1,310,BURGLARY,0913 0344 0358,23,M,H,221,PUBLIC STORAGE,NA,,IC,Invest Cont,310,4500 N  HUNTINGTON                   DR,34.0881,-118.1877,12,2021,2021-12-22
03/14/2022 12:00:00 AM,03/11/2022 12:00:00 AM,1120,19,Mission,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,34,M,H,101,STREET,NA,,IC,Invest Cont,740,SAN FERNANDO                 RD,34.2997,-118.4599,03,2022,2022-03-11
01/31/2021 12:00:00 AM,01/31/2021 12:00:00 AM,120,2,Rampart,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0104 1300 1822,22,M,W,301,GAS STATION,511,VERBAL THREAT,IC,Invest Cont,930,4500    MELROSE                      AV,34.0873,-118.296,01,2021,2021-01-31
08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,1720,20,Olympic,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 2000 0329 1241 1821,47,M,W,501,SINGLE FAMILY DWELLING,NA,,AO,Adult Other,745,300 N  BRONSON                      AV,34.0762,-118.3179,08,2020,2020-08-24
05/25/2023 12:00:00 AM,05/25/2023 12:00:00 AM,130,20,Olympic,2,624,BATTERY - SIMPLE ASSAULT,0913 0603 0361 2002 0400 0443 0432 1300 1310 1309,21,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,1700 W  20TH                         ST,34.0382,-118.2946,05,2023,2023-05-25
11/12/2022 12:00:00 AM,11/12/2022 12:00:00 AM,950,21,Topanga,1,210,ROBBERY,0325 0945 0416 1822,35,M,X,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,6800    DE SOTO                      AV,34.1938,-118.5884,11,2022,2022-11-12
02/15/2021 12:00:00 AM,02/15/2021 12:00:00 AM,1800,14,Pacific,1,520,VEHICLE - ATTEMPT STOLEN,0344 1300,42,M,W,101,STREET,NA,,IC,Invest Cont,520,1300    VIENNA                       WY,34.001,-118.4532,02,2021,2021-02-15
07/07/2023 12:00:00 AM,07/07/2023 12:00:00 AM,1700,17,Devonshire,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 2004 2000 0329 1814,34,F,H,501,SINGLE FAMILY DWELLING,NA,,AO,Adult Other,740,19000    PARTHENIA                    ST,34.2282,-118.547,07,2023,2023-07-07
06/26/2022 12:00:00 AM,06/26/2022 12:00:00 AM,1415,12,77th Street,2,903,CONTEMPT OF COURT,0913 2038 2004 1817,53,F,H,501,SINGLE FAMILY DWELLING,NA,,AO,Adult Other,903,5600 S  VERMONT                      AV,33.9921,-118.298,06,2022,2022-06-26
08/18/2023 12:00:00 AM,08/18/2023 12:00:00 AM,1300,15,N Hollywood,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1402 0400,24,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,10900    BLUFFSIDE                    DR,34.1412,-118.3681,08,2023,2023-08-18
07/27/2021 12:00:00 AM,07/22/2021 12:00:00 AM,1700,10,West Valley,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1251 1822,37,M,A,101,STREET,NA,,IC,Invest Cont,420,5300    ZELZAH                       AV,34.167,-118.522,07,2021,2021-07-22
